Column1,ID_RSSD_PREDECESSOR,ID_RSSD_SUCCESSOR,D_DT_TRANS,Transformation Code,Accounting Method,DT_TRANS,Year,Predecessor_Name,Successor_Name,Notes
55971,208422,480228,7/29/1972 0:00,Charter Discontinued,Not Applicable,19720729,1972,FARMERS BANK ,Bank of America,FARMERS BANK transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56000,76724,480228,5/6/1972 0:00,Charter Discontinued,Not Applicable,19720506,1972,CAROLINA BANK OF COMMERCE                                                                                               ,Bank of America,CAROLINA BANK OF COMMERCE transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56023,123329,480228,1/22/1972 0:00,Charter Discontinued,Not Applicable,19720122,1972,"BANNER ELK BANK, THE                                                                                                    ",Bank of America,"BANNER ELK BANK, THE transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. "
56126,587127,480228,2/1/1971 0:00,Charter Discontinued,Not Applicable,19710201,1971,BANK OF WASHINGTON                                                                                                      ,Bank of America,BANK OF WASHINGTON transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56195,522324,480228,8/31/1970 0:00,Charter Discontinued,Not Applicable,19700831,1970,"STATE COMMERCIAL BANK, THE                                                                                              ",Bank of America,"STATE COMMERCIAL BANK, THE transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. "
56268,948625,480228,2/23/1970 0:00,Charter Discontinued,Not Applicable,19700223,1970,MARION BANK AND TRUST COMPANY                                                                                           ,Bank of America,MARION BANK AND TRUST COMPANY transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56347,321527,480228,9/22/1969 0:00,Charter Discontinued,Not Applicable,19690922,1969,STATE BANK & TRUST COMPANY                                                                                              ,Bank of America,STATE BANK & TRUST COMPANY transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56581,399124,480228,12/29/1967 0:00,Charter Discontinued,Not Applicable,19671229,1967,COMMERCIAL AND INDUSTRIAL BANK                                                                                          ,Bank of America,COMMERCIAL AND INDUSTRIAL BANK transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
56955,50724,480228,3/23/1965 0:00,Charter Discontinued,Not Applicable,19650323,1965,TRYON BANK AND TRUST COMPANY                                                                                            ,Bank of America,TRYON BANK AND TRUST COMPANY transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
57161,131427,480228,9/30/1963 0:00,Charter Discontinued,Not Applicable,19630930,1963,"BANK OF CHAPEL HILL, THE                                                                                                ",Bank of America,"BANK OF CHAPEL HILL, THE transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. "
57386,730026,480228,6/11/1962 0:00,Charter Discontinued,Not Applicable,19620611,1962,BANK OF WILMINGTON                                                                                                      ,Bank of America,BANK OF WILMINGTON transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
57423,872720,480228,4/2/1962 0:00,Charter Discontinued,Not Applicable,19620402,1962,BANK OF NORTH WILKESBORO                                                                                                ,Bank of America,BANK OF NORTH WILKESBORO transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
57596,536321,480228,1/3/1961 0:00,Charter Discontinued,Not Applicable,19610103,1961,FIRST NATIONAL BANK                                                                                                     ,Bank of America,FIRST NATIONAL BANK transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. 
57637,43128,480228,10/10/1960 0:00,Charter Discontinued,Not Applicable,19601010,1960,"MERCHANTS AND FARMERS BANKOF STATESVILLE, INCORPORATED                                                                  ",Bank of America,"MERCHANTS AND FARMERS BANKOF STATESVILLE, INCORPORATED transferred its assets to one or more institutions including NORTH CAROLINA NATIONAL BANK. "
57672,595627,480228,7/1/1960 0:00,Charter Discontinued,Not Applicable,19600701,1960,SECURITY NATIONAL BANK OF GREENSBORO                                                                                    ,Bank of America,SECURITY NATIONAL BANK OF GREENSBORO transferred its assets to one or more institutions including AMERICAN COMMERCIAL BANK. 
