Column1,ID_RSSD_PREDECESSOR,ID_RSSD_SUCCESSOR,D_DT_TRANS,Transformation Code,Accounting Method,DT_TRANS,Year,Predecessor_Name,Successor_Name,Notes
0,0,0,1/0/1900 0:00,Charter Discontinued,Purchase/Acquisition,0,1998,NORWEST CORPORATION,Wells Fargo,
27878,650151,451965,6/1/1997 0:00,Charter Discontinued,Merger,19970601,1997,"WELLS FARGO BANK (COLORADO), NATIONAL ASSOCIATION",Wells Fargo,"WELLS FARGO BANK (COLORADO), NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29132,529060,451965,9/1/1996 0:00,Charter Discontinued,Merger,19960901,1996,"WELLS FARGO BANK OF ARIZONA, NATIONAL ASSOCIATION",Wells Fargo,"WELLS FARGO BANK OF ARIZONA, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29578,29971,451965,6/6/1996 0:00,Charter Discontinued,Merger,19960606,1996,"FIRST INTERSTATE BANK OF WASHINGTON, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF WASHINGTON, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29595,289467,451965,6/1/1996 0:00,Charter Discontinued,Merger,19960601,1996,"FIRST INTERSTATE BANK OF NEVADA, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF NEVADA, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29605,550868,451965,6/1/1996 0:00,Charter Discontinued,Merger,19960601,1996,"FIRST INTERSTATE BANK OF IDAHO, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF IDAHO, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29606,603979,451965,6/1/1996 0:00,Charter Discontinued,Merger,19960601,1996,"FIRST INTERSTATE BANK OF UTAH, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF UTAH, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29615,793254,451965,6/1/1996 0:00,Charter Discontinued,Merger,19960601,1996,"FIRST INTERSTATE BANK OF NEW MEXICO, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF NEW MEXICO, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
29618,977960,451965,6/1/1996 0:00,Charter Discontinued,Merger,19960601,1996,"FIRST INTERSTATE BANK OF OREGON, NATIONAL ASSOCIATION",Wells Fargo,"FIRST INTERSTATE BANK OF OREGON, NATIONAL ASSOCIATION transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
39011,716963,451965,1/1/1991 0:00,Charter Discontinued,Not Applicable,19910101,1991,CITIZENS BANK OF COSTA MESA,Wells Fargo,"CITIZENS BANK OF COSTA MESA transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
39033,1009064,451965,1/1/1991 0:00,Charter Discontinued,Not Applicable,19910101,1991,EL CAMINO BANK,Wells Fargo,"EL CAMINO BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
40468,329569,451965,4/1/1990 0:00,Charter Discontinued,Not Applicable,19900401,1990,TORREY PINES BANK,Wells Fargo,"TORREY PINES BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
40506,26363,451965,3/31/1990 0:00,Charter Discontinued,Not Applicable,19900331,1990,AMERICAN NATIONAL BANK,Wells Fargo,"AMERICAN NATIONAL BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
40800,795865,451965,1/2/1990 0:00,Charter Discontinued,Not Applicable,19900102,1990,"VALLEY NATIONAL BANK, GLENDALE",Wells Fargo,"VALLEY NATIONAL BANK, GLENDALE transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
41547,832461,451965,8/1/1989 0:00,Charter Discontinued,Not Applicable,19890801,1989,BANK OF PARADISE,Wells Fargo,"BANK OF PARADISE transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
43473,232865,451965,6/1/1988 0:00,Charter Discontinued,Not Applicable,19880601,1988,BARCLAYS BANK OF CALIFORNIA,Wells Fargo,"BARCLAYS BANK OF CALIFORNIA transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
46845,696364,451965,5/31/1986 0:00,Charter Discontinued,Not Applicable,19860531,1986,CROCKER NATIONAL BANK,Wells Fargo,"CROCKER NATIONAL BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
54679,698069,451965,7/14/1979 0:00,Charter Discontinued,Not Applicable,19790714,1979,FIRST CENTRAL COAST BANK,Wells Fargo,"FIRST CENTRAL COAST BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
54945,417961,451965,5/6/1978 0:00,Charter Discontinued,Not Applicable,19780506,1978,FIRST NATIONAL BANK OF ORANGE,Wells Fargo,"FIRST NATIONAL BANK OF ORANGE, THE transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
55595,136262,451965,8/24/1974 0:00,Charter Discontinued,Not Applicable,19740824,1974,COMMERCIAL NATIONAL BANK,Wells Fargo,"COMMERCIAL NATIONAL BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
55656,960869,451965,1/22/1974 0:00,Charter Discontinued,Not Applicable,19740122,1974,BEVERLY HILLS NATIONAL BANK,Wells Fargo,"BEVERLY HILLS NATIONAL BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
56158,184861,451965,11/7/1970 0:00,Charter Discontinued,Not Applicable,19701107,1970,FIRST NATIONAL BANK OF HOLTVILLE,Wells Fargo,"FIRST NATIONAL BANK OF HOLTVILLE transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
56252,370963,451965,4/11/1970 0:00,Charter Discontinued,Not Applicable,19700411,1970,LOS PADRES NATIONAL BANK,Wells Fargo,"LOS PADRES NATIONAL BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
56399,187965,451965,5/30/1969 0:00,Charter Discontinued,Not Applicable,19690530,1969,CHANNEL ISLANDS STATE BANK,Wells Fargo,"CHANNEL ISLANDS STATE BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
56474,25861,451965,11/9/1968 0:00,Charter Discontinued,Not Applicable,19681109,1968,AZUSA VALLEY SAVINGS BANK,Wells Fargo,"AZUSA VALLEY SAVINGS BANK transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
56476,907967,451965,11/9/1968 0:00,Charter Discontinued,Not Applicable,19681109,1968,FIRST NATIONAL BANK OF AZUSA,Wells Fargo,"FIRST NATIONAL BANK OF AZUSA transferred its assets to one or more institutions including WELLS FARGO BANK, NATIONAL ASSOCIATION. "
